sample_index,filepath,source_word,true_label,condition,snr_db,transcript_raw,transcript_normalized,transcript_non_empty,asr_latency_sec,total_latency_sec,peak_normalized,peak_before_normalization,asr_failed,error
1689,dataset/raw/movement/go/b8872c20_nohash_0.wav,go,movement,snr_m10db,-10.0,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1,0.544101,0.545395,1,2.386659,0,
1690,dataset/raw/movement/left/aa80f517_nohash_4.wav,left,movement,snr_m10db,-10.0,Bye!,bye,1,0.057920,0.059296,1,1.170484,0,
1691,dataset/raw/unknown/two/81332c92_nohash_3.wav,two,unknown,snr_m10db,-10.0,Yeah!,yeah,1,0.060590,0.061827,1,1.435228,0,
1692,dataset/raw/movement/off/c9b5ff26_nohash_4.wav,off,movement,snr_m10db,-10.0,Oh!,oh,1,0.055610,0.056933,1,1.656480,0,
1693,dataset/raw/emergency/wow/37dca74f_nohash_0.wav,wow,emergency,snr_m10db,-10.0,,,0,0.054176,0.055537,0,0.525797,0,
1694,dataset/raw/emergency/no/50a8ef27_nohash_1.wav,no,emergency,snr_m10db,-10.0,Yeah!,yeah,1,0.055841,0.057997,0,0.830068,0,
1695,dataset/raw/movement/left/9f869f70_nohash_0.wav,left,movement,snr_m10db,-10.0,"One, two, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four, three, four",one two three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four three four,1,0.540118,0.541450,1,1.703757,0,
1696,dataset/raw/movement/go/131e738d_nohash_2.wav,go,movement,snr_m10db,-10.0,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1,0.708638,0.709833,0,0.654308,0,
1697,dataset/raw/emergency/yes/a9ca1818_nohash_1.wav,yes,emergency,snr_m10db,-10.0,Yes!,yes,1,0.058695,0.060279,1,1.488997,0,
1698,dataset/raw/unknown/dog/15c371c7_nohash_0.wav,dog,unknown,snr_m10db,-10.0,,,0,0.069248,0.070690,1,1.936490,0,
1699,dataset/raw/unknown/zero/c137814b_nohash_0.wav,zero,unknown,snr_m10db,-10.0,,,0,0.058905,0.060203,1,1.422711,0,
1700,dataset/raw/emergency/stop/4c6944d6_nohash_6.wav,stop,emergency,snr_m10db,-10.0,Bye!,bye,1,0.053103,0.053757,0,0.763538,0,
1701,dataset/raw/unknown/four/1c84a139_nohash_3.wav,four,unknown,snr_m10db,-10.0,,,0,0.059680,0.062736,1,2.029568,0,
1702,dataset/raw/unknown/eight/2fcb6397_nohash_3.wav,eight,unknown,snr_m10db,-10.0,Okay.,okay,1,0.055788,0.057381,1,1.017258,0,
1703,dataset/raw/emergency/stop/97addd88_nohash_2.wav,stop,emergency,snr_m10db,-10.0,,,0,0.062120,0.063270,1,1.886012,0,
1704,dataset/raw/movement/off/ae32324a_nohash_1.wav,off,movement,snr_m10db,-10.0,,,0,0.059061,0.060637,0,0.701800,0,
1705,dataset/raw/emergency/wow/4fce7686_nohash_0.wav,wow,emergency,snr_m10db,-10.0,,,0,0.061286,0.062514,0,0.815210,0,
1706,dataset/raw/movement/go/aa80f517_nohash_2.wav,go,movement,snr_m10db,-10.0,,,0,0.057813,0.059943,1,1.283197,0,
1707,dataset/raw/emergency/no/1c1060b1_nohash_0.wav,no,emergency,snr_m10db,-10.0,,,0,0.052645,0.054252,0,0.190928,0,
1708,dataset/raw/unknown/nine/bbbf4fbd_nohash_0.wav,nine,unknown,snr_m10db,-10.0,,,0,0.057769,0.061571,0,0.291714,0,
1709,dataset/raw/emergency/wow/0ac15fe9_nohash_1.wav,wow,emergency,snr_m10db,-10.0,,,0,0.058882,0.060105,1,2.466913,0,
1710,dataset/raw/unknown/two/27c24504_nohash_0.wav,two,unknown,snr_m10db,-10.0,,,0,0.056982,0.058478,1,1.971168,0,
1711,dataset/raw/movement/up/5f9cd2eb_nohash_5.wav,up,movement,snr_m10db,-10.0,,,0,0.060115,0.061521,0,0.853362,0,
1712,dataset/raw/unknown/happy/d2eae23d_nohash_0.wav,happy,unknown,snr_m10db,-10.0,Thank you.,thank you,1,0.059244,0.060989,0,0.951194,0,
1713,dataset/raw/emergency/stop/e32ff49d_nohash_1.wav,stop,emergency,snr_m10db,-10.0,Let's go!,let s go,1,0.059121,0.060673,0,0.568582,0,
1714,dataset/raw/unknown/happy/afe0b87d_nohash_0.wav,happy,unknown,snr_m10db,-10.0,Happy!,happy,1,0.059818,0.061666,1,2.619326,0,
1715,dataset/raw/emergency/yes/bdd22e4d_nohash_4.wav,yes,emergency,snr_m10db,-10.0,Yeah,yeah,1,0.054047,0.055345,1,1.139693,0,
1716,dataset/raw/emergency/no/8c7f81df_nohash_0.wav,no,emergency,snr_m10db,-10.0,,,0,0.058378,0.060668,1,2.130457,0,
1717,dataset/raw/emergency/no/1f3e4139_nohash_1.wav,no,emergency,snr_m10db,-10.0,No!,no,1,0.054023,0.056077,1,1.017744,0,
1718,dataset/raw/movement/left/be7a5b2d_nohash_1.wav,left,movement,snr_m10db,-10.0,,,0,0.059746,0.061195,1,1.771152,0,
1719,dataset/raw/emergency/no/fac74f6a_nohash_0.wav,no,emergency,snr_m10db,-10.0,,,0,0.060293,0.061457,0,0.431971,0,
1720,dataset/raw/movement/left/587f3271_nohash_0.wav,left,movement,snr_m10db,-10.0,,,0,0.054017,0.055700,0,0.302122,0,
1721,dataset/raw/movement/go/f1b35ace_nohash_1.wav,go,movement,snr_m10db,-10.0,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1,0.604431,0.606917,1,4.018249,0,
1722,dataset/raw/movement/down/61e2f74f_nohash_1.wav,down,movement,snr_m10db,-10.0,,,0,0.057895,0.059605,1,1.442780,0,
1723,dataset/raw/unknown/zero/333784b7_nohash_3.wav,zero,unknown,snr_m10db,-10.0,Good job.,good job,1,0.060210,0.061565,1,1.695189,0,
1724,dataset/raw/emergency/wow/919d3c0e_nohash_2.wav,wow,emergency,snr_m10db,-10.0,Wow!,wow,1,0.057579,0.059490,0,0.453783,0,
1725,dataset/raw/unknown/bed/b00c4c53_nohash_0.wav,bed,unknown,snr_m10db,-10.0,Beep!,beep,1,0.058871,0.060527,1,1.964370,0,
1726,dataset/raw/emergency/stop/0f46028a_nohash_3.wav,stop,emergency,snr_m10db,-10.0,Stop.,stop,1,0.055256,0.056454,1,1.362112,0,
1727,dataset/raw/emergency/yes/5c39594f_nohash_1.wav,yes,emergency,snr_m10db,-10.0,Yes,yes,1,0.053919,0.054991,1,1.129933,0,
1728,dataset/raw/movement/up/e9bc5cc2_nohash_1.wav,up,movement,snr_m10db,-10.0,,,0,0.054912,0.057442,1,1.103989,0,
1729,dataset/raw/unknown/three/ab353673_nohash_1.wav,three,unknown,snr_m10db,-10.0,Three,three,1,0.052887,0.054468,1,1.641353,0,
1730,dataset/raw/unknown/six/773e26f7_nohash_2.wav,six,unknown,snr_m10db,-10.0,Thank you.,thank you,1,0.058469,0.061851,0,0.700389,0,
1731,dataset/raw/emergency/stop/c22d3f18_nohash_3.wav,stop,emergency,snr_m10db,-10.0,Stay.,stay,1,0.055738,0.057015,1,1.757618,0,
1732,dataset/raw/movement/up/6969e51a_nohash_1.wav,up,movement,snr_m10db,-10.0,Ah!,ah,1,0.056674,0.058062,1,1.593926,0,
1733,dataset/raw/emergency/no/3a70ab7f_nohash_2.wav,no,emergency,snr_m10db,-10.0,,,0,0.057419,0.058756,1,2.273975,0,
1734,dataset/raw/unknown/seven/ab81c9c8_nohash_1.wav,seven,unknown,snr_m10db,-10.0,,,0,0.057676,0.058976,0,0.455237,0,
1735,dataset/raw/movement/down/332d33b1_nohash_3.wav,down,movement,snr_m10db,-10.0,,,0,0.055577,0.056858,1,1.091490,0,
1736,dataset/raw/movement/left/5ac04a92_nohash_2.wav,left,movement,snr_m10db,-10.0,,,0,0.053741,0.055220,0,0.446246,0,
1737,dataset/raw/movement/forward/ad526ada_nohash_1.wav,forward,movement,snr_m10db,-10.0,,,0,0.055715,0.058158,1,1.052175,0,
1738,dataset/raw/emergency/wow/e7d0eb3f_nohash_0.wav,wow,emergency,snr_m10db,-10.0,Wow!,wow,1,0.056326,0.057575,0,0.971077,0,
1739,dataset/raw/movement/off/c692524d_nohash_2.wav,off,movement,snr_m10db,-10.0,,,0,0.057278,0.058493,1,2.420953,0,
1740,dataset/raw/emergency/stop/a5a16097_nohash_0.wav,stop,emergency,snr_m10db,-10.0,Let's go.,let s go,1,0.060770,0.062012,1,1.681527,0,
1741,dataset/raw/emergency/yes/d4dddb92_nohash_0.wav,yes,emergency,snr_m10db,-10.0,Yes.,yes,1,0.055921,0.057177,0,0.916919,0,
1742,dataset/raw/movement/up/ec9b830b_nohash_0.wav,up,movement,snr_m10db,-10.0,,,0,0.057459,0.058924,0,0.735165,0,
1743,dataset/raw/movement/on/5fadb538_nohash_0.wav,on,movement,snr_m10db,-10.0,Bye!,bye,1,0.057591,0.059240,1,1.683681,0,
1744,dataset/raw/movement/down/2f0ce4d9_nohash_2.wav,down,movement,snr_m10db,-10.0,,,0,0.056923,0.058361,1,1.823542,0,
1745,dataset/raw/unknown/one/5f01c798_nohash_0.wav,one,unknown,snr_m10db,-10.0,,,0,0.056062,0.057740,0,0.352365,0,
1746,dataset/raw/movement/off/b308773d_nohash_4.wav,off,movement,snr_m10db,-10.0,,,0,0.055718,0.056928,1,1.263749,0,
1747,dataset/raw/movement/go/7b2e879e_nohash_0.wav,go,movement,snr_m10db,-10.0,,,0,0.054171,0.055718,0,0.341803,0,
1748,dataset/raw/unknown/marvin/b665723d_nohash_1.wav,marvin,unknown,snr_m10db,-10.0,,,0,0.056820,0.058614,0,0.969798,0,
1749,dataset/raw/movement/forward/18d120ae_nohash_0.wav,forward,movement,snr_m10db,-10.0,,,0,0.057798,0.059493,1,1.850853,0,
1750,dataset/raw/unknown/one/4c1aa16d_nohash_0.wav,one,unknown,snr_m10db,-10.0,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1,0.543315,0.544953,1,1.121552,0,
1751,dataset/raw/movement/down/fde2dee7_nohash_1.wav,down,movement,snr_m10db,-10.0,,,0,0.059814,0.061185,0,0.423171,0,
1752,dataset/raw/unknown/dog/4a803e67_nohash_1.wav,dog,unknown,snr_m10db,-10.0,,,0,0.062271,0.063702,1,1.001068,0,
