language,dataset_name,sample_id,sentence_id,source_text_for_gloss,english_gloss,gloss_source,gloss_confidence,strict_eligible,notes
Quechua,quechua,audios/15827.wav,N016,Pelar,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15828.wav,T111,el perro se había comido todo el queso.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15829.wav,C079,En mi pueblo hay olluco,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15830.wav,E100,Te gané en la carrera,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15831.wav,F061,Me encontré con él en el mercado,I met him at the market,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15832.wav,N085,Veo una estrella,I see a star,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15833.wav,T187,Escribe las respuestas de las dos preguntas,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15834.wav,C095,Dios me ayude a ser la persona que mi perro piensa que soy.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15835.wav,C179,En aquella refrigeradora está el maíz.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15836.wav,H058,Pastea sus animales por el cerro,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15837.wav,F034,Sacudir,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15838.wav,N205,De acuerdo a lo que dice,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15839.wav,C225,"Un pesimista es alguien que, eligiendo entre dos males, elige ambos.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15840.wav,T214,"Durante el robo de la tienda, el cajero fue brutalmente golpeado y murió.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15841.wav,E055,Los jóvenes están jugando,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15842.wav,B210,Uno nunca está satisfecho con lo que uno tiene.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15843.wav,B053,Rosa comprará papa,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15844.wav,F101,Cuentan que a un joven ocioso se lo comieron los piojos,They say that an idle young man was eaten by lice,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15845.wav,N098,Esa persona sola se ha tomado toda la botella de cerveza,That person alone has drunk the entire bottle of beer,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15846.wav,H119,El monito imita todo lo que hacen los niños,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15847.wav,S035,Sacar cascara gruesa,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15848.wav,C063,De acuerdo a lo que el manda,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15849.wav,E221,"La posibilidad de que los sueños se cumplan, hace que la vida sea fascinante.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15850.wav,E219,"¡Brindo por la novia y el novio, para que tengan suerte en la vida!",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15851.wav,T019,Problemas,Issues,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15852.wav,A127,"¡No dejes a la criatura sola, cuidado que se caiga al agua!",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15853.wav,A046,Soy de este pueblo,I'm from this town,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15854.wav,T194,Personas verdaderamente geniales están condenadas a una gran tristeza en este mundo.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15855.wav,S134,El alacrán blanco es un remedio contra la tos convulsiva,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15856.wav,T040,Apolillarse,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15857.wav,F153,Al anochecer el ganado de por sí retorna a la casa,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15858.wav,E108,Esa mi vaca barrosa la comeremos en el mes de agosto por mis cumpleaños.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15859.wav,H131,Mi nuera teje mantas con bonitos diseños,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15860.wav,E153,La zampoña se toca soplando.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15861.wav,S074,Raúl habla pero Rodolfo canta,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15862.wav,F214,Descartar a la gente simplemente porque no pertenecen a su grupo es triste.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15863.wav,C140,Saludémonos de lejos,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15864.wav,B049,Esas pisadas se conocen con el nombre de huellas,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15865.wav,S017,"Sucio, muy cochino",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15866.wav,N137,El hombre que no pasa tiempo con su familia nunca será un verdadero hombre.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15867.wav,N180,En las comunidades ganaderas te alojan en tendido de cueros de alpaca.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15868.wav,N055,Los adinerados siempre humillaron a los pobres.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15869.wav,C198,Tú cocinas esa gallina pequeña.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15870.wav,A203,"Golpear, pellizcar y golpear fueron las únicas prácticas de crianza que usó en sus hijos.","Hitting, pinching, and hitting were the only parenting practices she used on her children.",quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15871.wav,E113,La comadreja observa a las personas sin ser vista,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15872.wav,E117,Los bledos son buenos para consumirlos cocidos como verduras,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15873.wav,T085,Esa persona murió con oclusión intestinal,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15874.wav,C152,El cabello de mi padre ya está blanco y el de mi madre aún no.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15875.wav,E025,Números,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15876.wav,C012,Grasa,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15877.wav,T108,Tú cabeza hueca no se acuerda de nada,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15878.wav,S185,Me caí en el pedregal,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15879.wav,N216,Se fueron hacia el pueblo,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15880.wav,E142,Conjuga este verbo en tiempo pasado,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15881.wav,H027,Agua,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15882.wav,N171,"Tengo dos hijas y tres hijos, en total son cinco hermanos.","I have two daughters and three sons, in total there are five brothers.",quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15883.wav,N073,"¡Vamos, te invito a jugar canicas!",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15884.wav,B063,De acuerdo a lo que dice,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15885.wav,N197,En la casa de Juan hay un niño que llora todo los días.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15886.wav,T211,El dinero rara vez puede salvar a alguien de la muerte.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15887.wav,C128,El enfermo va desde su casa hacia el hospital,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15888.wav,E108,Esa mi vaca barrosa la comeremos en el mes de agosto por mis cumpleaños.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15889.wav,N220,Tú burro está rebuznando,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15890.wav,H195,Él narra las noticias’,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15891.wav,S055,Tú vives con nuestra mamá,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15892.wav,T131,¿Quién arrancó esas flores?,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15893.wav,E194,En Cusco el terreno aran con el ganado,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15894.wav,F102,¡Aleja tu perro! No vaya a ser que muerda a la gente,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15895.wav,N042,Crianza mutua,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15896.wav,E129,Esta hermosa casa está hecha de piedras grandes,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15897.wav,N105,Vengo de Cusco,I come from Cusco,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15898.wav,F168,La gente anémica es fácil de reconocerla. Ellos tienen la cara de color amarillento.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15899.wav,A025,Cuento,Tale,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/15900.wav,F054,Está muy nublado,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15901.wav,E094,A las personas jorobadas les dicen que cargan sus mentiras.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15902.wav,C104,Espere en la fila.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15903.wav,B034,Tumbar,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15904.wav,B213,"Él se negó a beber líquidos, causando un agotamiento extremo de su cuerpo.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/15905.wav,E216,Nunca pensé que otra persona podría hacerme tan feliz.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
